id,productId,color,size,imageId,sku,price,salePrice,costPrice,statusName,status,createdAt,updatedAt
ded2a84c-d319-428e-96fc-539bc27f232d,3127f1fb-7bf8-42a6-80e8-5a6c2a285e0f,Laydown - Thạch Trà Ô Long,4.6g,af4e8332-74b8-43c0-b74f-2406bba1b4b7,SKU-37E433E9,378000,249000,149400,NEW,ACTIVE,2026-04-05T14:45:54.710005,2026-04-05T14:45:54.710005
e1678937-d66c-48aa-8aa9-1b4b1e1508b2,d59cc03c-6394-4644-a20b-8238be0da1b1,,4.5g,6e676997-57e3-4a70-8e94-9c4ddea1ba01,SKU-A16B82BC,298000,198000,118800,NEW,ACTIVE,2026-04-05T14:45:54.710005,2026-04-05T14:45:54.710005
3bfbfcb7-0960-4e0e-9f90-37ae5006cec3,28416f64-e223-40f7-b81b-ac047be1fc89,Daffodil - Đỏ Đất,1.5g,50946d37-b3d7-4cf4-8937-566f859127ca,SKU-8D101B9D,100000,59000,35400,NEW,ACTIVE,2026-04-05T14:45:54.710005,2026-04-05T14:45:54.710005
aedcd45f-6c63-469b-b113-4edfd1da7255,21e45d72-5722-413d-9ab4-6245f8bfe06c,,40ml,627b3bba-c19e-4e42-a5a5-8551568fcd9b,SKU-8DB8CE48,312000,109000,65400,NEW,ACTIVE,2026-04-05T14:45:54.710005,2026-04-05T14:45:54.710005
c84e6eb4-8b3d-46a1-bccd-a29717f74796,03f4b840-5e68-4e05-bcc5-4c253665f668,,150ml,933e5b31-430b-459e-a5a0-18c0da80aea2,SKU-9E4CF5E6,178000,125000,75000,NEW,ACTIVE,2026-04-05T14:45:54.710005,2026-04-05T14:45:54.710005
854eb30b-5060-4023-83de-cf62223e89b8,3127f1fb-7bf8-42a6-80e8-5a6c2a285e0f,Casual Affair - Hồng Nho,4.6g,4d79bd8e-dc2e-4566-8c48-ad571255c1ec,SKU-F1962673,378000,249000,149400,NEW,ACTIVE,2026-04-05T14:45:54.710005,2026-04-05T14:45:54.710005
0e48ed95-a4e1-43cb-befb-1fef3ade0154,904a2c55-a718-4c9a-951d-f4008bb37a96,ippy - Nâu Đỏ Ấm 4.2ml,10 L,60b27a36-7f26-42a2-9e77-d6845f43a74c,SKU-AB4950FB,298000,182000,109200,NEW,ACTIVE,2026-04-05T14:45:54.710005,2026-04-05T14:45:54.710005
b62dce8a-e75f-4034-b10c-5cbd4f2a1a96,25733cd7-5962-43ec-8f26-96e1b31a2887,,11ml,8f2de674-4e7c-4080-a143-b09db0a30e7a,SKU-0B900A8E,154000,99000,59400,NEW,ACTIVE,2026-04-05T14:45:54.710005,2026-04-05T14:45:54.710005
a2146ba5-9b5e-4072-92a1-6fdefaa320c5,68a5879d-e7af-479f-8e68-975d32f7117e,08 Hush Red - Đỏ Mâm Xôi,3.5g,7701c7d1-c8fe-490a-b374-b4564d39096e,SKU-DBCC892F,448000,298000,178800,NEW,ACTIVE,2026-04-05T14:45:54.710005,2026-04-05T14:45:54.710005
383f928c-e73f-4b14-a711-e71bcad5694f,7f9468cd-1c3b-4c32-bb79-7e6cbd746a38,,10ml,9ac1c8fc-c16d-46db-b3b9-f169626ad931,SKU-476F7536,143000,66000,39600,NEW,ACTIVE,2026-04-05T14:45:54.710005,2026-04-05T14:45:54.710005
cf0439a7-5182-4d18-9117-bcf8fcc6a9a1,9c96aed0-9e8c-41df-a2df-50fae5b8dd93,Như Nhung Daffodil - Đậu Đỏ,4g,34d3ccd0-2610-4532-ab2d-ca33083977c1,SKU-1866BE1A,378000,249000,149400,NEW,ACTIVE,2026-04-05T14:45:54.710005,2026-04-05T14:45:54.710005
79a59d57-1f88-4ae7-a513-686fca3d711d,fc913c70-0775-4e45-a884-6fe0a9d44fe9,,25g,2cf7672d-3a43-45c3-acb1-3bf6c61bc234,SKU-08D43A2B,110000,78000,46800,NEW,ACTIVE,2026-04-05T14:45:54.710005,2026-04-05T14:45:54.710005
599817b7-da72-4b74-90d4-29fe47096fe4,904a2c55-a718-4c9a-951d-f4008bb37a96,130 Extra - Đỏ Nâu Đất,4.2ml,36b911e0-6978-456c-986c-4bf75a941c65,SKU-439ADD5D,298000,182000,109200,NEW,ACTIVE,2026-04-05T14:45:54.710005,2026-04-05T14:45:54.710005
4257ce41-c46c-45c9-ab6c-9236bec4d582,904a2c55-a718-4c9a-951d-f4008bb37a96,125 Keen - Hồng Đào Đất,4.2ml,654694ef-6de6-446d-8522-ae37d5c7ff6d,SKU-323DCA37,298000,182000,109200,NEW,ACTIVE,2026-04-05T14:45:54.710005,2026-04-05T14:45:54.710005
90df937c-fabf-4e77-a9f1-08b340952b92,c5f6edaa-5320-422e-9bff-e8488ea85d7d,,10g,a0f4a946-7e3c-4895-be76-44a7cfa245ca,SKU-425590B3,390000,313000,187800,NEW,ACTIVE,2026-04-05T14:45:54.710005,2026-04-05T14:45:54.710005
6d8e0425-4f2d-40d7-9737-05e9a0b40245,6e6fd604-9fb5-4afc-a1ec-c14a3fc1774a,,3g,cd7bc651-575d-4d6f-8273-21622b93fb2a,SKU-758BBAF0,99000,77000,46200,NEW,ACTIVE,2026-04-05T14:45:54.710005,2026-04-05T14:45:54.710005
ffd462e5-5ccb-4242-839f-d911a6a711d0,3904b825-810c-4032-b3f5-d08cbf602ed2,,5g,8e1ac17b-3b03-4b84-82a7-fc0118d5af77,SKU-40980C3E,32000,23000,13800,NEW,ACTIVE,2026-04-05T14:45:54.710005,2026-04-05T14:45:54.710005
827b01e5-53e2-4b9b-8616-c6a1184c1c19,304f1072-9bda-470e-8d7b-aa7fdb387536,30 Coquettish - Hoa Hồng Đỏ,5ml,ead02714-44f1-477b-8964-c861f512477b,SKU-3CC0684E,268000,167000,100200,NEW,ACTIVE,2026-04-05T14:45:54.710005,2026-04-05T14:45:54.710005
70693cfe-1dbb-46e7-a812-5ed6c1e0cb8f,9c96aed0-9e8c-41df-a2df-50fae5b8dd93,Màng Như Nhung Taupe - Đỏ Gạch,4g,21d25df1-532d-4e83-8a61-64c60f9c596a,SKU-FBD18539,378000,249000,149400,NEW,ACTIVE,2026-04-05T14:45:54.710005,2026-04-05T14:45:54.710005
90e4badc-3977-4779-b427-2271dd859343,3b7306ce-66d0-4bf3-9d03-5f375f658c66,,40ml,1144d12e-8374-4ac2-9dc8-3c6df570f71d,SKU-2BD7A763,78000,39000,23400,NEW,ACTIVE,2026-04-05T14:45:54.710005,2026-04-05T14:45:54.710005
7aa915af-d88b-428a-bff9-0dba7ab7933d,f388b4c0-f2d7-4bac-88e1-7b5fe0290250,,25g,c651d0a2-5241-456b-94b1-88476f53525e,SKU-DF93A351,110000,69000,41400,NEW,ACTIVE,2026-04-05T14:45:54.710005,2026-04-05T14:45:54.710005
df108278-a14c-4627-a94f-882222527388,f6ccdd74-561f-436a-8cae-76d770e5d289,,7g,9f9e24ff-9423-4817-9454-24e8096d8e38,SKU-3C392BAA,90000,69000,41400,NEW,ACTIVE,2026-04-05T14:45:54.710005,2026-04-05T14:45:54.710005
306ce892-8d32-49b6-bc3c-b24045208b40,998939b5-b950-4c02-9281-c801702a11cc,,25g,4e82d01a-77de-4c32-82bc-7bbe735da99e,SKU-0752003C,110000,78000,46800,NEW,ACTIVE,2026-04-05T14:45:54.710005,2026-04-05T14:45:54.710005
d369d213-f047-4035-ac9a-43425f392477,9c96aed0-9e8c-41df-a2df-50fae5b8dd93,Màng Như Nhung Private - Đỏ Lạnh,4g,0d768565-bcf7-4c63-a777-e015aeedddec,SKU-D1BC1A71,378000,249000,149400,NEW,ACTIVE,2026-04-05T14:45:54.710005,2026-04-05T14:45:54.710005
2708dd7a-acb5-4da7-a663-feb051800361,68a5879d-e7af-479f-8e68-975d32f7117e,07 Knit - Hồng Khô,3.5g,10970aeb-d724-4048-b6f0-6ea261b7de82,SKU-9F466DCE,448000,298000,178800,NEW,ACTIVE,2026-04-05T14:45:54.710005,2026-04-05T14:45:54.710005
6e183251-fe6a-46ca-8c38-559d0108c274,5af67708-0927-4eac-a49a-345e3f97b78d,Đỏ Berry,4.5g,b9ce5316-ec49-47d7-b49a-02e71f0f674f,SKU-FB66F44C,298000,192000,115200,NEW,ACTIVE,2026-04-05T14:45:54.710005,2026-04-05T14:45:54.710005
48a0013e-37d4-4f43-8fd6-34a4f43f79b0,8a818425-21f5-4515-ac67-5931cb87dd63,Đỏ Mận,4g,02dd4e28-9c6e-4cdb-9085-dac0235d2d42,SKU-CA966112,398000,286000,171600,NEW,ACTIVE,2026-04-05T14:45:54.710005,2026-04-05T14:45:54.710005
4c33bc1d-ee02-4566-93c4-5d4a174db4f4,7d3e832c-a363-4bfe-9ce0-b5f918b98e7d,,3g,ab823870-7e13-4f0e-8e5c-36d75f7431f0,SKU-4390B202,99000,77000,46200,NEW,ACTIVE,2026-04-05T14:45:54.710005,2026-04-05T14:45:54.710005
3fea961d-5d39-4424-bdfc-d3019b215700,3127f1fb-7bf8-42a6-80e8-5a6c2a285e0f,Play Off - Đỏ Cam San Hô,4.6g,53f3de2c-c6c6-4610-a7e5-161c8ae28904,SKU-2134A4B2,378000,249000,149400,NEW,ACTIVE,2026-04-05T14:45:54.710005,2026-04-05T14:45:54.710005
5e084784-b97c-46b5-a80f-b6f7595c9ec1,9c96aed0-9e8c-41df-a2df-50fae5b8dd93,Như Nhung Going Right - Hồng Cá Hồi,4g,5ca7b94a-e44c-47aa-bce5-7b06bef7a25f,SKU-CECF85C8,378000,249000,149400,NEW,ACTIVE,2026-04-05T14:45:54.710005,2026-04-05T14:45:54.710005
2fad17ef-760d-463a-9061-16eddce9c6e4,304f1072-9bda-470e-8d7b-aa7fdb387536,70 The A+ - Đỏ Cam,5ml,f410fe9f-a296-4861-997d-8b25fb5dbebe,SKU-BB081638,268000,167000,100200,NEW,ACTIVE,2026-04-05T14:45:54.710005,2026-04-05T14:45:54.710005
3fb6438c-a184-4a33-b44a-979381a744bf,a4e120a2-c17d-4ab3-9c73-f0e359277c28,Hồng Đất,3.5g,4bf9b519-033b-4e88-8f27-a558efa564a8,SKU-A144EAC3,180000,144000,86400,NEW,ACTIVE,2026-04-05T14:45:54.710005,2026-04-05T14:45:54.710005
4ec2ed49-0c85-4f83-b0e7-df42b80dd6e2,04f903c0-4561-4ff0-8216-928e89c8f7ac,,4g,afb413e4-ba0c-413c-aa4d-654d29cf31df,SKU-A81370DD,329000,263000,157800,NEW,ACTIVE,2026-04-05T14:45:54.710005,2026-04-05T14:45:54.710005
41890733-fa24-418b-b805-ec0fe7145bba,47d2e441-25aa-4180-93f7-5a96b61ede4b,N01 Cam Đào,1.8g,c6cd1ebd-eaf7-45c8-b7c4-004d3585ba45,SKU-FA519758,208000,88000,52800,NEW,ACTIVE,2026-04-05T14:45:54.710005,2026-04-05T14:45:54.710005
d84e09d5-038c-4035-aac0-85dd0fdc61bb,1b3e2ee2-2b0d-4d50-8c4c-fa5b163a3657,Đỏ Nâu Gạch,4.5g,cb1a4256-ba69-43a1-b817-10ca15de444c,SKU-DC7F2A0B,388000,266000,159600,NEW,ACTIVE,2026-04-05T14:45:54.710005,2026-04-05T14:45:54.710005
46e31e44-7fbb-4e24-9618-837120a74dda,1c6bbb79-0404-421b-a0a0-07756fdcd40d,#808 My Warm Red - Đỏ Đất,3.5g,d4c958a5-6b08-43a3-a1f8-fadc18894163,SKU-453E64FB,342000,272000,163200,NEW,ACTIVE,2026-04-05T14:45:54.710005,2026-04-05T14:45:54.710005
6856115d-b607-4899-b64e-8cd07901ca8d,bff6970d-118c-4241-b4ea-94777681db20,RD 102 Vampire Red - Đỏ Rượu,8.5g,6b4d105d-f50b-4a9e-ae05-cd2f3d845756,SKU-72A47517,361000,306000,183600,NEW,ACTIVE,2026-04-05T14:45:54.710005,2026-04-05T14:45:54.710005
aa9abefc-990b-4113-9d8a-a847d9d668d1,2a868b7c-a4de-43e6-85d1-94b1dc86fd94,,55ml,93318142-9545-419c-ac7c-8fd2b2732b16,SKU-D135716F,116000,92000,55200,NEW,ACTIVE,2026-04-05T14:45:54.710005,2026-04-05T14:45:54.710005
fab5c72f-b1f0-45ad-8ffe-a3451298fe99,bff6970d-118c-4241-b4ea-94777681db20,BG 502 Sunset Brown - Cam Da,8.5g,259b92db-c9e3-4be4-a1bc-b23735b44035,SKU-35CCC09A,361000,306000,183600,NEW,ACTIVE,2026-04-05T14:45:54.710005,2026-04-05T14:45:54.710005
58f1442c-3307-4028-9636-0e6569389aeb,1c6bbb79-0404-421b-a0a0-07756fdcd40d,#811 My Fancy Red - Đỏ Rượu,3.5g,2c0e43ad-822d-4363-bcf3-366d02b5535b,SKU-CC723738,342000,342000,205200,NEW,ACTIVE,2026-04-05T14:45:54.710005,2026-04-05T14:45:54.710005
9a701f97-be67-4e46-9236-6b3f3c6e20e5,c424f799-1dbd-4966-8b1f-01a725779174,Youth,4g,1409ffc6-f43e-4c9d-98cb-768c17062306,SKU-25D317F8,378000,257000,154200,NEW,ACTIVE,2026-04-05T14:45:54.710005,2026-04-05T14:45:54.710005
03457c12-4169-44ba-89d7-3a6ed0c04d37,299446f4-ee6f-44d0-989c-68a40f5fe035,342 Hồng Đất  (Hũ),5g,67c1078c-30b0-429c-a206-b149b7695cf8,SKU-D682DE20,178000,112000,67200,NEW,ACTIVE,2026-04-05T14:45:54.710005,2026-04-05T14:45:54.710005
a49c2dd0-2776-4f0f-b95a-fb521709b835,299446f4-ee6f-44d0-989c-68a40f5fe035,342 Hồng Đất  (Hũ),5g,16a58fc9-b4a9-4ec2-b5ef-c437e6f73019,SKU-C5ED8C2B,178000,112000,67200,NEW,ACTIVE,2026-04-05T14:45:54.710005,2026-04-05T14:45:54.710005
ea17921e-bb33-4744-aa1a-e55dd3ba10a6,abd80b63-2888-469f-8fea-0cbde9719a4b,,2.4g,f163ad61-b838-4114-8620-260ff0aff9af,SKU-3D3FE4AF,85000,65000,39000,NEW,ACTIVE,2026-04-05T14:45:54.710005,2026-04-05T14:45:54.710005
ec92dd5d-5c40-4dd9-9d46-e0ee5506e044,299446f4-ee6f-44d0-989c-68a40f5fe035,EM05 Cam Đất  (Thỏi),2g,22c36176-831b-412e-87b9-38caf0bfe094,SKU-411D77A0,168000,108000,64800,NEW,ACTIVE,2026-04-05T14:45:54.710005,2026-04-05T14:45:54.710005
27026e20-6277-4ab6-8811-6847eba5be04,61711949-df45-43ae-b4f3-932af3e31ea7,C3 Hồng Hoa Cà,1.8g,1d8ac5db-e327-43fd-bfca-fa1fca6adff9,SKU-CF927018,166000,108000,64800,NEW,ACTIVE,2026-04-05T14:45:54.710005,2026-04-05T14:45:54.710005
547ca94a-fc48-41a0-b0ec-5434f0cd7681,61711949-df45-43ae-b4f3-932af3e31ea7,W8 Hồng MLBB,1.8g,0506013c-cf22-4149-b7fe-deaba8ef8de0,SKU-D5FD7317,166000,108000,64800,NEW,ACTIVE,2026-04-05T14:45:54.710005,2026-04-05T14:45:54.710005
f8786760-7478-45c1-abb5-dc9530ceadc7,1c6bbb79-0404-421b-a0a0-07756fdcd40d,#803 My Orange - Đỏ Cam,3.5g,63147787-5ca9-4406-81be-82a7731ed479,SKU-9D6C1DC3,342000,274000,164400,NEW,ACTIVE,2026-04-05T14:45:54.710005,2026-04-05T14:45:54.710005
e316e503-0300-4ed0-92e7-d9c77b1b7711,25c29a18-314f-4380-b5a6-39f1d2d21df2,#407 Cam Đỏ Cháy,3.9g,32f5cdce-c59a-4f15-a244-aa1bff3d75b6,SKU-F7E38120,260000,195000,117000,NEW,ACTIVE,2026-04-05T14:45:54.710005,2026-04-05T14:45:54.710005
961df803-7963-48d9-845b-f726aedcc48f,c424f799-1dbd-4966-8b1f-01a725779174,Very Sure,4g,2024e049-f386-423a-b7cb-20e32bca4ebf,SKU-47EAB4CD,378000,257000,154200,NEW,ACTIVE,2026-04-05T14:45:54.710005,2026-04-05T14:45:54.710005
9105450c-22f3-4843-9834-e1fb4e1a5100,c424f799-1dbd-4966-8b1f-01a725779174,Shy,4g,61c40b6c-9339-4760-aa57-319d251686a7,SKU-E3FC4BBD,378000,257000,154200,NEW,ACTIVE,2026-04-05T14:45:54.710005,2026-04-05T14:45:54.710005
658d5880-2bb3-4d4b-adcc-53a33250146f,099f37a7-d635-493b-b810-9c4727189a9a,,4.3g,648cab36-b76c-4795-a2be-29fdf1ec1589,SKU-7980E56F,114000,86000,51600,NEW,ACTIVE,2026-04-05T14:45:54.710005,2026-04-05T14:45:54.710005
10c7f2e2-f62d-4843-b7c7-3d847983209d,caddcff1-3ef5-4fbd-ba22-b37eed4b35db,06 Hồng San Hô,4.5g,2837abfb-454d-42f4-ad45-a12a51c7d267,SKU-FC5E89C5,136000,68000,40800,NEW,ACTIVE,2026-04-05T14:45:54.710005,2026-04-05T14:45:54.710005
d65f985f-a263-4865-9197-e925a4beac23,52e53c89-154c-4925-a592-75cc476a8ba5,Coldest - Hồng Mận Lạnh,1.7g,2561597c-2df7-4493-b866-e39d2feec133,SKU-7F7E195B,418000,274000,164400,NEW,ACTIVE,2026-04-05T14:45:54.710005,2026-04-05T14:45:54.710005
f4a422b8-c679-4db7-892c-adc51ca8be51,c6cafccb-457d-481c-953c-7afe1ec2c315,Casual - Màu Đỏ Thuần,4g,713b787d-8c35-4735-a05c-3984bb416520,SKU-A59AA718,300000,239000,143400,NEW,ACTIVE,2026-04-05T14:45:54.710005,2026-04-05T14:45:54.710005
8899689d-1795-4fed-aac8-659d2bdf4c4f,b9a4dc9e-d26f-44f3-968f-622257f100ae,#Editorial - Cam Thuần,3.2g,62ba62a4-b27b-4249-b229-c3eff8ba3e61,SKU-00DFC664,285000,228000,136800,NEW,ACTIVE,2026-04-05T14:45:54.710005,2026-04-05T14:45:54.710005
7465cbb5-2d6c-4d09-a59c-f087322a0bf4,c1d4e9a1-cf6f-46ed-8fc5-3f4a83bc58e0,,4.1g,4100e91f-db85-4670-b41f-98d4fe1a577c,SKU-27E82E8D,318000,194000,116400,NEW,ACTIVE,2026-04-05T14:45:54.710005,2026-04-05T14:45:54.710005
23a48f48-74e2-453a-820a-8b316b8b268a,4e936a2c-64bd-426b-a8db-066cbfe719cc,FV01 Pink Rest - Hồng Đào,3.5g,dfcca8ed-aaaf-4321-a287-ef8bc667f1cc,SKU-06E52789,318000,175000,105000,NEW,ACTIVE,2026-04-05T14:45:54.710005,2026-04-05T14:45:54.710005
a06dff6b-4128-462e-ac6f-467437e66c1e,fd285736-e575-4bd7-88fc-825cd4de1073,,4.5g,74948f4f-4029-4c67-a52e-ee83eea9ff2a,SKU-BD12ED39,67000,27000,16200,NEW,ACTIVE,2026-04-05T14:45:54.710005,2026-04-05T14:45:54.710005
66d505f4-1c63-4cd4-a55d-7f9f21583077,f1d99268-a546-45ae-ad75-b6e5b2a642d6,,2.4g,eec15522-c154-4859-b30f-58c120debdd6,SKU-704ABEDB,130000,106000,63600,NEW,ACTIVE,2026-04-05T14:45:54.710005,2026-04-05T14:45:54.710005
c229a07c-b870-4433-96a1-1b9ce9d5d614,ead2e78e-c947-4c94-8057-92921a8ed1b5,04 Pepper Love Màu Đỏ Cherry,3.8ml,8aa4ec33-32d5-42c4-ae9c-9d8cbbd74c96,SKU-22E10380,175000,69000,41400,NEW,ACTIVE,2026-04-05T14:45:54.710005,2026-04-05T14:45:54.710005
2fce5295-9836-4ce8-a121-c106b79ded8d,56f95c2b-cb8e-4eb0-84bf-a13b576e8f83,,3.8g,82d545ee-a976-4396-bb38-374a2650e8dc,SKU-F98E4D9D,264000,158000,94800,NEW,ACTIVE,2026-04-05T14:45:54.710005,2026-04-05T14:45:54.710005
cca3f4b9-d159-4e44-99d4-70a9f68a1df9,3be535ee-9b80-4dc2-8b6c-6678920475cf,06 Dirty Milk Coffee,3.2g,06385de2-8cdb-4b72-81f5-8da078842f2a,SKU-DF6A9564,279000,139000,83400,NEW,ACTIVE,2026-04-05T14:45:54.710005,2026-04-05T14:45:54.710005
33bc5dfa-d434-4612-bbdb-cd29cb3a037e,dc59b749-269d-44e0-922f-a2562e3bc2d2,,3.8ml,d40fce1b-fe37-4ddb-bfb7-d715b9401bd1,SKU-1B54F428,178000,49000,29400,NEW,ACTIVE,2026-04-05T14:45:54.710005,2026-04-05T14:45:54.710005
4b62ec04-9853-401d-b666-1f23335906f0,95f3a6dc-96a1-41d6-b070-c93f8c6f58de,,3.8g,bd079ee9-6bdd-4f47-87f3-d3dccac6620d,SKU-87702C37,359000,189000,113400,NEW,ACTIVE,2026-04-05T14:45:54.710005,2026-04-05T14:45:54.710005
cca7d236-1336-4119-8071-80e56d023bb7,f89297b4-a7e9-4866-beb3-ee96ba877591,,3.8g,e89f5c26-e62e-471c-8ebb-72997201eea7,SKU-F28460B4,359000,189000,113400,NEW,ACTIVE,2026-04-05T14:45:54.710005,2026-04-05T14:45:54.710005
b7a58da2-5808-4917-8de8-74e3f4719644,4e936a2c-64bd-426b-a8db-066cbfe719cc,FV05 Peonish - Hồng Khô,3.5g,2f81fee0-8c9f-479d-9936-f4edfbaa8d3e,SKU-70DE1AAD,318000,188000,112800,NEW,ACTIVE,2026-04-05T14:45:54.710005,2026-04-05T14:45:54.710005
83ee82af-4879-4567-9656-ad783b23b9c3,7e1bbdd6-4e54-4c7e-b044-95ec2a7af720,Đỏ Anh Đào,3.8g,7d8a77de-f49e-4239-aec6-d6e0685701ba,SKU-66FB9485,109000,93000,55800,NEW,ACTIVE,2026-04-05T14:45:54.710005,2026-04-05T14:45:54.710005
f6f59003-8c51-483f-8f23-f566740c3447,aac9e940-8b30-455f-a14d-0c653ae89219,11 Hồng Đất,2.4g,3c9d2787-797a-4074-a0c5-a02c811c5485,SKU-BC292CE5,208000,144000,86400,NEW,ACTIVE,2026-04-05T14:45:54.710005,2026-04-05T14:45:54.710005
68001a97-d643-4dd1-84e6-a2fe9515e962,4e936a2c-64bd-426b-a8db-066cbfe719cc,FV06 Maroon Plum - Đỏ Mận Ánh Hồng,3.5g,4dbe0432-2ffa-4f8a-b181-ed8bf8c5e693,SKU-814C3B10,318000,188000,112800,NEW,ACTIVE,2026-04-05T14:45:54.710005,2026-04-05T14:45:54.710005
21087770-476b-4c3d-bbf0-332629ab02f6,0c27ecfe-600d-4cbb-bd3e-7dd62a223307,Nâu Gạch 1.7g,276 L,d6f26fd1-8387-4e5e-b4bc-0737dbbc00b8,SKU-4F7FEA8F,329000,137000,82200,NEW,ACTIVE,2026-04-05T14:45:54.710005,2026-04-05T14:45:54.710005
3960ee9a-21ec-45ad-90ab-e2a6692bdd3e,d44db22a-49a0-4ce9-a312-e80edbe01c56,G102,4.5g,9e496dac-a5d7-4eb7-92f8-9188ce9b0f45,SKU-0848D6C0,250000,163000,97800,NEW,ACTIVE,2026-04-05T14:45:54.710005,2026-04-05T14:45:54.710005
ff44048f-1e1d-44e7-be82-15fa6093fd05,3c0c5e72-a746-428f-aaa5-758dccc67985,05 Toffee - Đỏ Cam Đất,3g,cbfb8715-9069-4848-8552-5acea694da86,SKU-1954CA1B,185000,147000,88200,NEW,ACTIVE,2026-04-05T14:45:54.710005,2026-04-05T14:45:54.710005
4ad8d208-b1c2-427f-847e-c7a5e4630690,cc3b4580-2f92-4ed2-b844-510c6063faed,06 Bubbly - Đỏ Đất,2ml,8471b2c0-f74d-40ef-bf4c-01f380239b19,SKU-DBC04005,175000,174000,104400,NEW,ACTIVE,2026-04-05T14:45:54.710005,2026-04-05T14:45:54.710005
41c94f8f-5cce-4d0b-ba6c-88fd8874dca4,771d238c-0574-465f-a740-a1a09b5880bf,03 Không Màu,2g,e6ea7398-ea8f-478a-8893-872d53985821,SKU-349CA185,234000,187000,112200,NEW,ACTIVE,2026-04-05T14:45:54.710005,2026-04-05T14:45:54.710005
74188e87-df7d-4dea-b847-5a8e40df97a5,3c0c5e72-a746-428f-aaa5-758dccc67985,03 Berry - Hồng Đỏ,3g,23b5e4c6-23f1-4ac2-91dd-069de89ab92f,SKU-AC4E5BD1,185000,147000,88200,NEW,ACTIVE,2026-04-05T14:45:54.710005,2026-04-05T14:45:54.710005
2e7c7bec-c151-4bbe-86b5-073c999112ad,1ef18e47-f22d-4b11-8974-00d0926ac56b,,3.8g,12d96acc-5d21-4c00-ab58-8b4f459e912f,SKU-72F28786,264000,158000,94800,NEW,ACTIVE,2026-04-05T14:45:54.710005,2026-04-05T14:45:54.710005
